longitud,latitud
-71.553739576550072,-33.021044566202313
-71.553556424091482,-33.020218781317951
-71.553568368697285,-33.020272636870168
-71.553574093904601,-33.020272519651471
-71.553574613826171,-33.020290542375278
-71.553596007040241,-33.020290104365067
-71.553596526966629,-33.020308127088526
-71.553617920184578,-33.02030768907435
-71.553615840464445,-33.020235598181358
-71.553594447263876,-33.020236036194326
-71.553593927339335,-33.020218013470632
-71.553556424091482,-33.020218781317951
-71.553673780791058,-33.020018011446552
-71.553630994496487,-33.020018887483616
-71.5536320343532,-33.020054932931053
-71.553653427509403,-33.020054494913758
-71.553652907576478,-33.02003647219037
-71.553674300727877,-33.020036034169706
-71.553673780791058,-33.020018011446552
-71.553792185714101,-33.020412321152463
-71.553770792473784,-33.020412759197733
-71.553771832403001,-33.02044880463896
-71.553793225652015,-33.020448366593087
-71.553792185714101,-33.020412321152463
-71.553824498485653,-33.02079036021204
-71.553803105154586,-33.020790798267271
-71.553804145111954,-33.020826843705407
-71.553782751771735,-33.020827281757576
-71.553783271746767,-33.02084530447685
-71.553761878401744,-33.020845742525658
-71.553762398372882,-33.020863765245167
-71.553783791722267,-33.020863327196068
-71.553785351651541,-33.020917395353372
-71.553806745013503,-33.020916957299704
-71.553807264995186,-33.020934980018396
-71.553828658361013,-33.02093454196077
-71.553829178347513,-33.020952564679085
-71.553850571717234,-33.020952126617502
-71.553853171678412,-33.021042240206725
-71.553874565069378,-33.021041802139983
-71.553870925096547,-33.020915643116744
-71.553849531736006,-33.02091608118139
-71.55384641180342,-33.020807944871642
-71.553825018468459,-33.020808382930838
-71.553824498485653,-33.02079036021204
-71.553679852490532,-33.020775288581291
-71.553719668483794,-33.020954807001615
-71.55372221149203,-33.020954754932106
-71.553722593471136,-33.020967994861778
-71.553723650093346,-33.020972758842262
-71.553744124833642,-33.020972339608292
-71.553743604864053,-33.020954316888819
-71.553764998235607,-33.020953878841887
-71.553762398372882,-33.020863765245167
-71.553741005023042,-33.020864203290614
-71.553738405193627,-33.020774089690917
-71.553679852490532,-33.020775288581291
-71.553655962983697,-33.020667577516996
-71.553667907728752,-33.020721433050284
-71.553672665353503,-33.020721335637546
-71.553715451985994,-33.020720459569773
-71.553714412068942,-33.02068441412851
-71.553693018761621,-33.020684852163633
-71.553692498808132,-33.020666829442625
-71.553655962983697,-33.020667577516996
-71.554098308611628,-33.022119222149421
-71.554076914964156,-33.022119660267123
-71.554077955085674,-33.022155705689883
-71.554099348741829,-33.022155267571577
-71.554120742397529,-33.022154829449619
-71.554120222327853,-33.022136806738871
-71.554098828676501,-33.022137244860538
-71.554098308611628,-33.022119222149421
-71.553295620657153,-33.018781450960915
-71.553274227802433,-33.018781888901998
-71.553275787296826,-33.018835957098872
-71.553297180164577,-33.01883551915688
-71.553295620657153,-33.018781450960915
-71.553420338758841,-33.018652664124119
-71.553398945937303,-33.018653102085075
-71.553399465791131,-33.018671124816031
-71.553420858617002,-33.018670686854783
-71.553420338758841,-33.018652664124119
-71.553199636837803,-33.018603742053287
-71.553200196716972,-33.018606529804835
-71.55320338921058,-33.018621038667796
-71.553205370894574,-33.018620998101383
-71.553204331268361,-33.018584952633638
-71.553196252199527,-33.01858511801727
-71.553199636837803,-33.018603742053287
-71.553550697913096,-33.019461497018071
-71.553529304898404,-33.019461935010824
-71.553530344691637,-33.019497980464351
-71.553551737715026,-33.019497542471001
-71.553550697913096,-33.019461497018071
-71.553394188528429,-33.01923026741337
-71.553372795566958,-33.019230705376593
-71.55337331542691,-33.019248728106255
-71.55339470839273,-33.019248290142734
-71.553394188528429,-33.01923026741337
-71.556015561696185,-33.020060208535568
-71.556032343412994,-33.020150031390429
-71.556053621444278,-33.020149595319587
-71.556053101021092,-33.020131572630284
-71.556031707886376,-33.020132011059822
-71.556029626215647,-33.02005992030076
-71.556015561696185,-33.020060208535568
-71.555998780019536,-33.019970385675606
-71.556006888249698,-33.020013784490779
-71.556006671862704,-33.020006290654599
-71.556028064967464,-33.020005852230831
-71.556027544552336,-33.019987829540739
-71.556006151451911,-33.019988267964216
-71.5560056310416,-33.019970245273761
-71.555998780019536,-33.019970385675606
-71.555978642060609,-33.019862598236948
-71.555981569408985,-33.019878266745337
-71.555981115518918,-33.019862547547511
-71.555978642060609,-33.019862598236948
-71.556305205157187,-33.02045100610335
-71.556296433857668,-33.020404059437695
-71.556297794020679,-33.020451158002864
-71.556305205157187,-33.02045100610335
-71.556274997461102,-33.020289325063345
-71.556271641058473,-33.020271360502342
-71.556271196088645,-33.020271369622364
-71.556271716558967,-33.020289392308193
-71.556274997461102,-33.020289325063345
-71.556252405258419,-33.020361921521022
-71.556231012071407,-33.020362359987423
-71.556231532535378,-33.020380382673565
-71.556252925726724,-33.020379944206873
-71.556252405258419,-33.020361921521022
-71.556045768815395,-33.02022188967068
-71.55605583788406,-33.020275783378722
-71.55605726441955,-33.020275754143164
-71.556055703141652,-33.020221686076283
-71.556045768815395,-33.02022188967068
-71.556238077120469,-33.020091714880984
-71.556228007970432,-33.02003782119062
-71.556200250690026,-33.020038390083997
-71.556200771141292,-33.020056412771524
-71.55617937802721,-33.02005685122549
-71.556180418922466,-33.020092896600929
-71.556201812045245,-33.020092458146358
-71.556202332497904,-33.020110480833701
-71.556223725624562,-33.020110042375165
-71.556223205167541,-33.020092019688128
-71.556238077120469,-33.020091714880984
-71.556133483825263,-33.020691373044471
-71.556146460153016,-33.020760826668756
-71.556156889250857,-33.020760612924263
-71.55615428697385,-33.020670499493185
-71.556132893710682,-33.020670937946377
-71.556133483825263,-33.020691373044471
-71.556126321769753,-33.020653039283772
-71.556129678162947,-33.020671003848449
-71.556132893710682,-33.020670937946377
-71.556132373261022,-33.020652915259674
-71.556126321769753,-33.020653039283772
-71.556112896213065,-33.020581181023061
-71.556116252599836,-33.020599145588548
-71.556130811914798,-33.020598847199238
-71.556130291466985,-33.020580824512308
-71.556112896213065,-33.020581181023061
-71.556321987266813,-33.02054082889623
-71.55632175338215,-33.020539577078097
-71.55632178965098,-33.020540832946629
-71.556321987266813,-33.02054082889623
-71.556168188774237,-33.020868581455389
-71.556187697366084,-33.020958348383395
-71.556205400965055,-33.020957985540441
-71.55620383955609,-33.020903917485725
-71.556182446237358,-33.020904355950144
-71.556181405309061,-33.020868310579445
-71.556168188774237,-33.020868581455389
-71.556343767743712,-33.021676483586262
-71.556347669540571,-33.021694436961297
-71.556355101688666,-33.021694284625227
-71.556354581173466,-33.021676261944613
-71.556343767743712,-33.021676483586262
-71.556296946323741,-33.021461043066694
-71.556304749875494,-33.021496949822414
-71.556306589127928,-33.021496912124213
-71.556305548125579,-33.021460866760428
-71.556296946323741,-33.021461043066694
-71.556270621925236,-33.020992715490223
-71.556249228586196,-33.020993153967126
-71.55625026954705,-33.021029199335203
-71.556271662894787,-33.021028760857696
-71.556270621925236,-33.020992715490223
-71.55640038448341,-33.020935955751099
-71.556396964134379,-33.020920217530964
-71.556397420420794,-33.020936016505644
-71.55640038448341,-33.020935955751099
-71.556003605957443,-33.01915878573223
-71.555982213056851,-33.019159224141895
-71.555982733446314,-33.019177246835021
-71.55600412635124,-33.019176808425051
-71.556003605957443,-33.01915878573223
-71.556055268634907,-33.019157726981867
-71.556048058324123,-33.019121808033361
-71.556045350953639,-33.01912186351727
-71.556046391757235,-33.019157908901903
-71.556055268634907,-33.019157726981867
-71.556033637723019,-33.0190499701337
-71.556026427432727,-33.019014051182523
-71.556020835689068,-33.019014165776539
-71.556021876478411,-33.019050211162501
-71.556033637723019,-33.0190499701337
-71.55582110148012,-33.019072358927886
-71.555835521915185,-33.019144196860132
-71.555853335280645,-33.019143831828032
-71.555852294556175,-33.019107786437885
-71.55583090166536,-33.019108224821025
-71.555829860951434,-33.019072179430026
-71.55582110148012,-33.019072358927886
-71.555839127028221,-33.019162156342645
-71.555849942377563,-33.019216034788826
-71.555855416735156,-33.019215922607614
-71.555853855643576,-33.019161854523013
-71.555839127028221,-33.019162156342645
-71.555774235254745,-33.018838885623531
-71.555781335525538,-33.018874257111449
-71.555780310703383,-33.018838761129089
-71.555774235254745,-33.018838885623531
-71.555792260691916,-33.018928683052728
-71.555803075974694,-33.018982561507578
-71.555805866313847,-33.018982504328882
-71.555804305266406,-33.018928436240166
-71.555792260691916,-33.018928683052728
-71.556102708396537,-33.01962562201988
-71.556081315384873,-33.019626060452005
-71.556081835803752,-33.019644083142389
-71.556103228819794,-33.019643644709966
-71.556102708396537,-33.01962562201988
-71.556156213702749,-33.019660592167618
-71.55614490243569,-33.019604244609631
-71.556146535282835,-33.019660790523567
-71.556156213702749,-33.019660592167618
-71.556141792896852,-33.019588754294588
-71.556076899608215,-33.019265483822039
-71.556070907104399,-33.019265606631905
-71.556074029569075,-33.019373742780431
-71.556095422519931,-33.019373304352513
-71.556100106287317,-33.019535508568588
-71.556121499276813,-33.01953507013431
-71.556123060554,-33.019589138204353
-71.556141792896852,-33.019588754294588
-71.555925650253045,-33.019593183856173
-71.555931345613615,-33.01962155591314
-71.555930523514562,-33.019593083989164
-71.555925650253045,-33.019593183856173
-71.537549608749345,-33.027289988254445
-71.537485423231132,-33.027291294266234
-71.537485940017433,-33.027309317195517
-71.537464544839423,-33.027309752525753
-71.537465061621845,-33.027327775455262
-71.537443666439032,-33.027328210782137
-71.537445216775978,-33.027382279571228
-71.537488007167212,-33.027381408912035
-71.537487490379078,-33.027363385982994
-71.537530280759768,-33.027362515309747
-71.537529763963406,-33.027344492381239
-71.53755115914872,-33.027344057039421
-71.537549608749345,-33.027289988254445
-71.537612243829059,-33.027234613426863
-71.537569453512887,-33.027235484125242
-71.537569970315189,-33.027253507053508
-71.537548575152059,-33.0272539423975
-71.537549608749345,-33.027289988254445
-71.537592399092517,-33.027289117561601
-71.537591882284943,-33.027271094633761
-71.537613277451499,-33.027270659282145
-71.537612243829059,-33.027234613426863
-71.537863817081345,-33.027049159684701
-71.537799631753344,-33.027050465849712
-71.537800148598848,-33.027068488775278
-71.537778753484247,-33.027068924156588
-71.537779270325856,-33.02708694708241
-71.537757875206466,-33.027087382460351
-71.537758392044182,-33.027105405386415
-71.537736996919975,-33.027105840760996
-71.537737513753811,-33.027123863687287
-71.5377161186248,-33.027124299058499
-71.537716635454757,-33.027142321985032
-71.537695240320929,-33.027142757352884
-71.537695757146992,-33.027160780279651
-71.537674362008374,-33.027161215644135
-71.537674878830558,-33.027179238571144
-71.537653483687109,-33.027179673932267
-71.53765555096308,-33.027251765640905
-71.537676946123881,-33.027251330278588
-71.537676429299864,-33.027233307351821
-71.537719219611446,-33.027232436616806
-71.537718185947369,-33.027196390764281
-71.537739581093788,-33.027195955391875
-71.537738547422876,-33.027159909539691
-71.537781337696913,-33.027159038785086
-71.537780820853456,-33.027141015859513
-71.537802215985437,-33.02714058047701
-71.5378016991381,-33.027122557551671
-71.537823094265278,-33.0271221221658
-71.537822577414062,-33.027104099240702
-71.537843972536422,-33.027103663851477
-71.537843455681312,-33.0270856409266
-71.537864850798883,-33.027085205534
-71.537863817081345,-33.027049159684701
-71.537559034966961,-33.027163562342857
-71.537546292317685,-33.027174330193674
-71.537546507963029,-33.027181850682901
-71.537567903108751,-33.027181415340102
-71.537567386308297,-33.027163392411602
-71.537559034966961,-33.027163562342857
-71.536234254004469,-33.02845285313353
-71.536191463053839,-33.028453723387685
-71.536191979599678,-33.028471746331689
-71.536170584119333,-33.028472181453573
-71.536171100661292,-33.028490204397826
-71.536235287113982,-33.028488899020289
-71.536234254004469,-33.02845285313353
-71.536317253047514,-33.028360997869221
-71.536274462144036,-33.028361868149709
-71.536274978704952,-33.028379891092825
-71.536253583248183,-33.028380326227875
-71.536254616362712,-33.028416372114535
-71.536276011828178,-33.028415936978881
-71.536276528390488,-33.02843395992182
-71.536297923859834,-33.028433524782216
-71.536297407293191,-33.028415501839575
-71.536318802757719,-33.028415066696603
-71.536317253047514,-33.028360997869221
-71.536188363788497,-33.02834558572237
-71.536166968338563,-33.028346020842164
-71.536167484877296,-33.02836404378683
-71.536146089422573,-33.028364478903271
-71.536146605957413,-33.028382501848171
-71.536168001416485,-33.028382066731439
-71.53616903449624,-33.028418112620471
-71.536190429963554,-33.028417677499483
-71.536190946508469,-33.028435700443609
-71.536233737450402,-33.028434830190044
-71.536231671238724,-33.028362738415552
-71.536210275785379,-33.028363173542978
-71.536188880331565,-33.028363608666737
-71.536188363788497,-33.02834558572237
-71.536380922817074,-33.028341669479325
-71.536359527371303,-33.028342104632088
-71.536360043949145,-33.028360127574075
-71.536381439399264,-33.028359692421006
-71.536380922817074,-33.028341669479325
-71.536171100661292,-33.028490204397826
-71.536128309690511,-33.028491074631198
-71.536128826224243,-33.028509097575984
-71.536107430733821,-33.028509532687472
-71.536108463793937,-33.028545578577472
-71.536151254791704,-33.028544708349635
-71.536150738252715,-33.028526685405261
-71.536172133746561,-33.028526250286149
-71.536171100661292,-33.028490204397826
-71.537462687529469,-33.027244978193906
-71.537405963752434,-33.027292911018435
-71.537442632883369,-33.02729216492245
-71.537442116106234,-33.027274141992521
-71.537463511275988,-33.027273706666548
-71.537462687529469,-33.027244978193906
-71.537399983850662,-33.027297964161022
-71.537318494285969,-33.027366824471535
-71.537337724032128,-33.027366433223975
-71.53733824078985,-33.027384456155104
-71.537381031185674,-33.02738358553254
-71.537379480887836,-33.027329516740764
-71.537400876072027,-33.027329081424888
-71.537399983850662,-33.027297964161022
-71.53731637882872,-33.027368612073133
-71.537296626896506,-33.027385302826197
-71.537316845591221,-33.027384891460891
-71.53731637882872,-33.027368612073133
-71.537295477552348,-33.027386274043273
-71.537274759497905,-33.027403781177419
-71.537295967141631,-33.02740334969468
-71.537295477552348,-33.027386274043273
-71.537143554914451,-33.027514651212371
-71.536961055995363,-33.027668865137649
-71.53696139407883,-33.027680658074544
-71.536982789354795,-33.027680222826255
-71.537025579905347,-33.027679352318714
-71.537026613306509,-33.027715398187837
-71.53700521802277,-33.027715833444041
-71.537005734719699,-33.027733856378795
-71.536984339431143,-33.027734291631631
-71.536984856124192,-33.027752314566634
-71.536963460830833,-33.027752749816109
-71.536963977519989,-33.027770772751353
-71.536942582221812,-33.027771207997468
-71.536943098907088,-33.027789230932946
-71.536921703604122,-33.027789666175686
-71.536922220285504,-33.027807689111405
-71.536900824977721,-33.027808124350777
-71.536901858333181,-33.027844170222636
-71.536880463016246,-33.027844605458945
-71.536880979690324,-33.027862628395077
-71.536859584368585,-33.027863063628018
-71.536860101038769,-33.027881086564406
-71.536817310385231,-33.027881957019893
-71.536818343709598,-33.027918002893657
-71.536796948373436,-33.027918438116494
-71.536797465031981,-33.027936461053592
-71.536776069691001,-33.027936896273076
-71.536776586345653,-33.027954919210408
-71.536755190999884,-33.027955354426524
-71.536755707650642,-33.027973377364106
-71.536734312300069,-33.02797381257686
-71.536734828946933,-33.027991835514662
-71.536713433591572,-33.027992270724049
-71.536713950234542,-33.028010293662092
-71.536671159513716,-33.028011164070463
-71.536671676148472,-33.028029187009061
-71.536650280783022,-33.028029622208045
-71.536650797413884,-33.02804764514687
-71.536629402043616,-33.028048080342487
-71.536629918670613,-33.028066103281546
-71.536608523295541,-33.028066538473809
-71.536609039918631,-33.02808456141311
-71.53658764453877,-33.028084996602004
-71.536588161157965,-33.028103019541547
-71.536566765773301,-33.028103454727074
-71.536567282388617,-33.028121477666851
-71.536545886999136,-33.028121912849016
-71.536546403610572,-33.028139935789035
-71.536525008216273,-33.028140370967833
-71.53652552482383,-33.028158393908086
-71.536482734025171,-33.028159264255287
-71.536483250624485,-33.028177287196073
-71.536461855220125,-33.028177722364475
-71.53646237181556,-33.02819574530551
-71.536440976406396,-33.028196180470552
-71.536441492997952,-33.028214203411821
-71.536420097583971,-33.028214638573495
-71.536420614171632,-33.028232661514991
-71.536399218752834,-33.028233096673304
-71.536399735336616,-33.028251119615057
-71.536378339913028,-33.028251554770002
-71.536379889654086,-33.02830562359577
-71.536465471397833,-33.028303882950439
-71.536464438201904,-33.028267837069038
-71.536485833627992,-33.02826740189915
-71.536484800425214,-33.02823135601809
-71.536527591258633,-33.028230485668502
-71.536527074649243,-33.02821246272849
-71.536548470060922,-33.028212027548498
-71.536547953447638,-33.028194004608721
-71.536569348854513,-33.028193569425362
-71.536568832237336,-33.028175546485819
-71.536590227639408,-33.028175111299099
-71.536589711018351,-33.028157088359805
-71.536611106415606,-33.028156653169717
-71.536610589790683,-33.028138630230657
-71.536631985183121,-33.028138195037208
-71.536630951925943,-33.028102149159501
-71.536652347309243,-33.028101713962975
-71.536651830677002,-33.028083691024335
-71.536673226055484,-33.028083255824448
-71.536672709419349,-33.028065232886036
-71.536694104793042,-33.028064797682788
-71.536693588153014,-33.028046774744624
-71.53671498352189,-33.028046339538008
-71.536714466877982,-33.028028316600086
-71.536757257605672,-33.028027446176459
-71.536756740953535,-33.028009423239062
-71.536778136312336,-33.028008988022052
-71.53677761965632,-33.027990965084904
-71.536799015010317,-33.027990529864532
-71.536798498350407,-33.027972506927618
-71.536841289048326,-33.027971636476472
-71.536840772380188,-33.027953613540078
-71.536862167724109,-33.027953178309311
-71.536861651052078,-33.027935155373179
-71.53688304639121,-33.027934720139037
-71.536882529715285,-33.027916697203139
-71.5369039250496,-33.027916261965636
-71.536902375011593,-33.027862193158469
-71.536945165652767,-33.027861322674269
-71.536944132279004,-33.027825276803725
-71.536986922900951,-33.027824406306067
-71.536986406206054,-33.027806383371299
-71.53700780151199,-33.027805948117276
-71.537007284813228,-33.027787925182743
-71.537028680114361,-33.027787489925359
-71.537027646709518,-33.027751444056705
-71.537049042001485,-33.027751008796244
-71.537048525295404,-33.027732985862137
-71.537069920582582,-33.027732550598309
-71.537069403872607,-33.02771452766445
-71.537090799154981,-33.027714092397261
-71.537089765727742,-33.027678046529914
-71.537132556273704,-33.027677175985737
-71.537132039552077,-33.027659153052582
-71.537153434820027,-33.027658717775296
-71.53715291809452,-33.027640694842376
-71.537174313357667,-33.027640259561721
-71.537173796628252,-33.02762223662905
-71.537195191886596,-33.027621801345035
-71.537194675153316,-33.02760377841259
-71.537280256164649,-33.027602037241088
-71.537279739414444,-33.027584014309774
-71.537301134661789,-33.027583579008038
-71.53730061790769,-33.027565556076972
-71.537322013150231,-33.027565120771868
-71.537321496392252,-33.02754709784103
-71.53734289162999,-33.027546662532565
-71.537341858106728,-33.027510616671329
-71.5373632533353,-33.027510181359794
-71.537362736570017,-33.027492158429375
-71.537384131793786,-33.027491723114473
-71.537383098255901,-33.027455677254068
-71.537404493470518,-33.027455241936103
-71.537403459925784,-33.02741919607606
-71.537382064719864,-33.027419631393428
-71.537381547952535,-33.027401608463023
-71.537360152750509,-33.027402043776434
-71.53736066951349,-33.027420066707137
-71.537339274306646,-33.027420502017179
-71.537340307825303,-33.027456547879012
-71.537318912609308,-33.027456983185992
-71.53731942936497,-33.027475006117129
-71.537276638922904,-33.027475876720686
-71.537277155670353,-33.027493899652342
-71.537255760444296,-33.027494334948919
-71.537256277187836,-33.027512357880838
-71.537234881956962,-33.027512793174054
-71.537235398696637,-33.027530816106193
-71.53721400346096,-33.027531251396049
-71.537214520196727,-33.027549274328422
-71.537193124956261,-33.02754970961491
-71.537193641688148,-33.027567732547531
-71.53717224644285,-33.027568167830651
-71.537172763170872,-33.027586190763508
-71.537151367920757,-33.027586626043266
-71.537151884644899,-33.027604648976364
-71.537087698878793,-33.027605954794552
-71.537086665457082,-33.027569908926516
-71.537108060704213,-33.027569473658041
-71.537107543989706,-33.027551450724232
-71.537150334473907,-33.027550580176893
-71.537149301028876,-33.027514534310299
-71.537143554914451,-33.027514651212371
-71.536814745892187,-33.027792498488047
-71.536726889807966,-33.027866737427537
-71.536543696837825,-33.028013756708624
-71.536606973429016,-33.02801246965555
-71.536606456807775,-33.027994446716022
-71.536627852165438,-33.02799401152496
-71.536627335540302,-33.027975988585666
-71.536648730893177,-33.027975553391222
-71.536647697635587,-33.02793950751304
-71.536690488322577,-33.027938637114374
-71.536689971685774,-33.027920614175784
-71.536711367024225,-33.02792017897125
-71.536710850383542,-33.027902156032916
-71.536732245717189,-33.027901720825021
-71.536731729072628,-33.027883697886914
-71.536753124401471,-33.027883262675658
-71.536752091105015,-33.027847216799863
-71.536773486424707,-33.027846781585531
-71.536772969772827,-33.02782875864785
-71.536794365087715,-33.027828323430157
-71.536793848431955,-33.027810300492703
-71.536815243742012,-33.027809865271642
-71.536814745892187,-33.027792498488047
-71.53627076276112,-33.028232795258837
-71.536267037352587,-33.028235785010139
-71.536270846230494,-33.02823570754623
-71.53627076276112,-33.028232795258837
-71.536249836204377,-33.028249589439937
-71.536243982332607,-33.028254287343579
-71.536249967361826,-33.028254165622727
-71.536249836204377,-33.028249589439937
-71.536228909639675,-33.028266383617861
-71.536220927302935,-33.028272789673174
-71.536229088484504,-33.028272623696104
-71.536228909639675,-33.028266383617861
-71.536187056486355,-33.028299971964195
-71.536174817214587,-33.028309794320798
-71.536187330703726,-33.028309539833451
-71.536187056486355,-33.028299971964195
-71.536166129897737,-33.028316766132612
-71.536151762155896,-33.02832829663884
-71.536166451800312,-33.028327997897449
-71.536166129897737,-33.028316766132612
-71.536145203301146,-33.028333560297853
-71.536128707087528,-33.028346798953031
-71.536145572888188,-33.028346455958307
-71.536145203301146,-33.028333560297853
-71.536124276696583,-33.028350354459931
-71.535805935114581,-33.028605830947519
-71.535831871687762,-33.028605303547387
-71.535832388163385,-33.028623326495989
-71.535853783685866,-33.028622891430338
-71.535854300166307,-33.02864091437857
-71.535897091218573,-33.028640044235672
-71.535896574729449,-33.028622021288037
-71.535917970250537,-33.028621586211393
-71.535916937264972,-33.02858554031652
-71.535938332776922,-33.0285851052368
-71.535937816280466,-33.02856708228957
-71.536066189316401,-33.028564471736161
-71.536065156272741,-33.028528425845082
-71.53608655176842,-33.028527990740621
-71.536085518717911,-33.028491944849925
-71.536064123230915,-33.028492379953789
-71.53606309019095,-33.028456334062263
-71.53610588114708,-33.028455463852055
-71.53610381503789,-33.02838337207065
-71.536125210497886,-33.028382936961243
-71.536124276696583,-33.028350354459931
-71.535759824677925,-33.028642835456566
-71.535684816159531,-33.02870303113076
-71.535685718174065,-33.028734509555861
-71.535707113725849,-33.028734074514063
-71.535707630178621,-33.028752097464029
-71.53572902573427,-33.028751662418266
-71.535728509277149,-33.028733639468598
-71.535749904828009,-33.028733204419474
-71.535749388367009,-33.028715181470034
-71.535727992820497,-33.028715616518859
-71.535727476364301,-33.028697593569071
-71.535748871906449,-33.028697158520544
-71.535748355446373,-33.028679135570982
-71.535769750983732,-33.028678700519094
-71.535768718056246,-33.028642654620398
-71.535759824677925,-33.028642835456566
-71.535624630135217,-33.028843952365349
-71.535603234555509,-33.02884438739428
-71.535603750989324,-33.02886241034539
-71.535625146573366,-33.028861975316161
-71.535624630135217,-33.028843952365349
-71.535626179451043,-33.028898021217593
-71.535604783858318,-33.028898456247418
-71.535605300293483,-33.028916479198351
-71.535541113499491,-33.028917784266731
-71.535541629922093,-33.028935807218495
-71.535563025524894,-33.028935372199065
-71.535564058380189,-33.028971418101818
-71.535585453991217,-33.028970983078132
-71.535584937559008,-33.028952960127071
-71.535606333165234,-33.028952525100024
-71.535605816729131,-33.028934502149212
-71.535627212330567,-33.028934067118797
-71.535626179451043,-33.028898021217593
-71.538027017257988,-33.026768103215019
-71.537797105880955,-33.026962385890798
-71.537797564375978,-33.026978374146807
-71.537777707353911,-33.02697877822775
-71.537776204796586,-33.026980047933357
-71.537777202962175,-33.027014855378781
-71.537798598063745,-33.027014419998373
-71.537819993164845,-33.027013984614292
-71.537820510013759,-33.027032007539695
-71.537841905118754,-33.027031572151657
-71.537841388265477,-33.027013549226552
-71.537862783365668,-33.027013113835146
-71.537861749651825,-33.026977067985371
-71.537840354560331,-33.02697750337618
-71.537839320857003,-33.026941457525552
-71.5378607159398,-33.026941022135347
-71.537861232795578,-33.026959045060394
-71.537882627882269,-33.026958609666217
-71.53788314474285,-33.026976632590895
-71.537904539833406,-33.026976197192766
-71.53790402296849,-33.02695817426838
-71.537925418054243,-33.026957738866884
-71.537924901185434,-33.026939715942731
-71.53790350610403,-33.026940151343936
-71.537902989240024,-33.026922128419429
-71.53792438431708,-33.026921693018529
-71.537923867449194,-33.026903670094264
-71.537945262521461,-33.026903234690003
-71.537944745649682,-33.026885211765979
-71.538030325916736,-33.026883470113475
-71.538029809028046,-33.026865447190566
-71.538051204089314,-33.026865011768585
-71.538050170304615,-33.026828965923215
-71.538071565356731,-33.026828530498165
-71.538070531565182,-33.02679248465315
-71.538049136521764,-33.026792920077604
-71.538048619631013,-33.026774897154709
-71.538027224591474,-33.026775332575212
-71.538027017257988,-33.026768103215019
-71.537947846887235,-33.026993349309237
-71.53792645179324,-33.026993784714996
-71.537927485534084,-33.027029830562867
-71.537948880636776,-33.027029395156518
-71.537947846887235,-33.026993349309237
-71.538094511112206,-33.026882163835623
-71.538051720982367,-33.026883034691181
-71.538052237875874,-33.026901057613721
-71.53803084280591,-33.026901493036299
-71.538031876585606,-33.026937538881789
-71.53801048150649,-33.026937974301298
-71.538011515279337,-33.026974020147151
-71.538032910367136,-33.026973584727038
-71.538032393476129,-33.026955561804449
-71.538053788559139,-33.026955126380962
-71.538053271664253,-33.0269371034586
-71.538074666742446,-33.026936668031759
-71.538074149843681,-33.026918645109646
-71.538095544917056,-33.026918209679437
-71.538094511112206,-33.026882163835623
-71.538220296856252,-33.026789436579378
-71.538177506775398,-33.02679030747592
-71.538178540610403,-33.026826353317951
-71.538199935659762,-33.026825917870916
-71.538199418737676,-33.026807894950231
-71.538220813782218,-33.026807459499835
-71.538220296856252,-33.026789436579378
-71.538155594821802,-33.026772719997282
-71.538112804746859,-33.026773590871244
-71.538113321650656,-33.02679161379325
-71.538091926608146,-33.02679204922503
-71.538092960408392,-33.026828095069447
-71.538135750510321,-33.026827224201028
-71.538135233601267,-33.026809201279448
-71.538156628647201,-33.026808765840038
-71.538155594821802,-33.026772719997282
-71.538257306935321,-33.026587044951341
-71.538183538818942,-33.02663665448609
-71.538174516398627,-33.026643460939702
-71.538068819218026,-33.02673277905123
-71.538068980881306,-33.026738415885191
-71.538090375911224,-33.026737980457959
-71.538090892809734,-33.026756003380378
-71.538155077909792,-33.02675469707583
-71.53815404408715,-33.026718651232727
-71.538175439110887,-33.026718215791142
-71.538174922195921,-33.026700192869811
-71.538239107251329,-33.026698886523981
-71.538238590323786,-33.026680863603474
-71.53828138034973,-33.026679992688543
-71.538280346478629,-33.026643946848544
-71.538301741482215,-33.026643511386176
-71.538301224543019,-33.026625488466387
-71.538279829543782,-33.026625923928457
-71.538258434544076,-33.026626359386867
-71.538257306935321,-33.026587044951341
-71.538178540610403,-33.026826353317951
-71.538135750510321,-33.026827224201028
-71.53813678432978,-33.026863270044004
-71.538158179388745,-33.026862834603705
-71.538157662474447,-33.026844811682537
-71.538179057528609,-33.02684437623887
-71.538178540610403,-33.026826353317951
-71.536336202354505,-33.028180277986721
-71.536333542383488,-33.028182412696523
-71.536333999353644,-33.0281983562408
-71.536355394765124,-33.028197921094076
-71.536354878191418,-33.028179898151549
-71.536336202354505,-33.028180277986721
-71.536335549064475,-33.028252425068892
-71.536292758214074,-33.028253295353139
-71.536294307902963,-33.028307364182481
-71.536272912464028,-33.028307799320004
-71.536273945583574,-33.028343845206535
-71.536316736478355,-33.028342974926638
-71.536315186773678,-33.028288906098545
-71.53633658220734,-33.028288470953996
-71.536335549064475,-33.028252425068892
-71.536024947849128,-33.028619410773224
-71.535982156811073,-33.02862028095948
-71.535982673317591,-33.028638303905929
-71.535961277793518,-33.028638738993862
-71.535961794296156,-33.028656761940567
-71.535940398767281,-33.028657197025126
-71.535940915266025,-33.028675219972058
-71.535855333128566,-33.028676960274879
-71.535855849610371,-33.028694983222948
-71.53583445407051,-33.028695418289793
